Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (C),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (C),Intake Temp Manifold (C),MAF Corr (g/s),MAF Freq (kHz),Man Abs Press (psi),Oil Temp (C),RPM (RPM),Req Torque (Nm),Req Torque Bst Targets (Nm),TD Boost Error (psi),TD Integ WG Pos Corr (mm),TD Prop WG Pos Corr (mm),TGV Map Ratio (mult),Target Boost Final Rel (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Init Pos Final (mm),Wastegate Pos Actual (mm),Wastegate Pos Comm (mm),Wastegate Pos Comm Final (mm),"AP Info:[AP3-SUB-006 v1.7.5.0-25910][2023 USDM WRX MT][Reflash: Stage1 93 v310.ptm]"
2.046,off,-7.81,-0.78,-1.56,0.00,14.45,0,0,0.0,14.36,14.22,-11.19,14.64,0.20,14.36,95,1.000,0,0.00,0.00,0,297,358,2,0.0,12.00,0.83,1.046,300.0,32,49,3.37,2.606,3.16,95,948,0.00,4.91,1.80,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.057,15.000,15.000,0
2.052,off,-7.81,-0.78,-1.56,0.00,14.45,0,0,0.0,14.36,14.30,-11.17,14.64,0.20,14.36,95,1.000,0,0.00,0.00,0,301,358,2,0.0,11.50,0.82,1.046,300.0,32,49,3.38,2.618,3.19,95,945,0.00,4.91,1.78,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.057,15.000,15.000,0
2.101,off,-7.81,-0.78,-1.56,0.00,14.48,0,0,0.0,14.36,14.30,-11.17,14.64,0.20,14.36,95,1.000,0,0.00,0.00,0,295,358,2,0.0,11.50,0.84,1.066,300.0,32,49,3.38,2.629,3.19,95,944,0.00,4.91,1.78,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.057,15.000,15.000,0
2.108,off,-7.81,-0.78,-1.56,0.00,14.51,0,0,0.0,14.36,14.30,-11.15,14.64,0.20,14.36,95,1.000,0,0.00,0.00,0,302,358,2,0.0,12.00,0.84,1.066,300.0,32,49,3.39,2.582,3.21,95,944,0.00,4.91,1.76,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.057,15.000,15.000,0
2.118,off,-7.81,-0.78,-1.56,0.00,14.48,0,0,0.0,14.36,14.30,-11.15,14.64,0.22,14.36,95,1.000,0,0.00,0.00,0,288,358,2,0.0,11.50,0.83,1.066,300.0,32,49,3.40,2.584,3.21,95,938,0.00,4.91,1.76,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.057,15.000,15.000,0
2.144,off,-7.03,-0.78,-1.56,0.00,14.51,0,0,0.0,14.36,14.22,-11.15,14.64,0.22,14.53,95,1.000,0,0.00,0.00,0,292,358,2,0.0,12.00,0.83,1.066,300.0,32,49,3.40,2.604,3.21,95,936,0.00,4.91,1.75,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.057,15.000,15.000,0
2.152,off,-7.03,-0.78,-1.56,0.00,14.47,0,0,0.0,14.36,14.38,-11.13,14.64,0.22,14.53,95,1.000,0,0.00,0.00,0,298,358,2,0.0,11.50,0.83,1.066,300.0,32,49,3.41,2.623,3.23,95,935,0.00,4.91,1.73,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.051,15.000,15.000,0
2.223,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.30,-11.12,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,11.00,0.84,1.088,300.0,32,49,3.41,2.570,3.24,95,930,0.00,4.91,1.72,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.099,15.000,15.000,0
2.279,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.30,-11.10,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,291,358,2,0.0,10.50,0.84,1.088,300.0,32,49,3.42,2.618,3.26,95,927,0.00,4.91,1.72,0.000,0.000,0.000,-9.39,4.7,9,15.000,15.069,15.000,15.000,0
2.333,off,-7.03,-0.78,-1.56,0.00,14.49,-1,0,0.0,14.36,14.38,-11.10,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.50,0.84,1.088,300.0,32,49,3.41,2.636,3.26,95,925,0.00,4.91,1.71,0.000,0.000,0.000,-9.39,4.7,9,15.000,14.996,15.000,15.000,0
2.352,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.38,-11.11,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,11.00,0.84,1.088,300.0,32,49,3.41,2.558,3.25,95,925,0.00,4.91,1.72,0.000,0.000,0.000,-9.39,4.7,9,15.000,14.977,15.000,15.000,0
2.370,off,-7.03,-0.78,-1.56,0.00,14.48,-1,0,0.0,14.36,14.30,-11.11,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,299,358,2,0.0,10.50,0.84,1.088,300.0,32,49,3.41,2.562,3.25,95,923,0.00,4.91,1.72,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.014,15.000,15.000,0
2.420,off,-7.03,-0.78,-1.56,0.00,14.49,-1,0,0.0,14.36,14.38,-11.09,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,288,358,2,0.0,10.50,0.85,1.101,300.0,32,49,3.41,2.621,3.27,95,923,0.00,4.91,1.72,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.002,15.000,15.000,0
2.468,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.30,-11.09,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,303,358,2,0.0,10.50,0.85,1.101,300.0,32,49,3.41,2.618,3.27,95,922,0.00,4.91,1.69,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.008,15.000,15.000,0
2.495,off,-7.03,-0.78,-1.56,0.00,14.49,-1,0,0.0,14.36,14.30,-11.07,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,303,358,2,0.0,10.50,0.84,1.101,300.0,32,49,3.40,2.585,3.29,95,917,0.00,4.91,1.68,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.008,15.000,15.000,0
2.525,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.22,-11.07,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,11.00,0.84,1.101,300.0,32,49,3.40,2.596,3.29,95,915,0.00,4.91,1.68,0.000,0.000,0.000,-9.39,4.6,9,15.000,15.008,15.000,15.000,0
2.556,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.22,-11.07,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,293,358,2,0.0,11.00,0.84,1.101,300.0,32,49,3.40,2.622,3.29,95,915,0.00,5.05,1.69,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.002,15.000,15.000,0
2.562,off,-7.03,-0.78,-1.56,0.00,14.48,-1,0,0.0,14.36,14.22,-11.08,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,11.00,0.84,1.101,300.0,32,49,3.40,2.585,3.28,95,913,0.00,5.08,1.70,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.002,15.000,15.000,0
2.581,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.22,-11.08,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,11.00,0.84,1.104,300.0,32,49,3.40,2.637,3.28,95,913,0.00,5.73,1.74,0.000,0.000,0.000,-9.34,4.7,9,15.000,15.002,15.000,15.000,0
2.589,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.22,-11.07,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,303,358,2,0.0,10.50,0.84,1.104,300.0,32,49,3.40,2.574,3.29,95,912,0.00,5.73,1.72,0.000,0.000,0.000,-9.34,4.7,9,15.000,15.002,15.000,15.000,0
2.612,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.22,-11.06,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,11.00,0.84,1.104,300.0,32,49,3.40,2.650,3.30,95,912,0.00,5.73,1.72,0.000,0.000,0.000,-9.34,4.7,9,15.000,15.002,15.000,15.000,0
2.639,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.30,-11.06,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,295,358,2,0.0,11.00,0.84,1.104,300.0,32,49,3.41,2.657,3.30,95,911,0.00,5.73,1.72,0.000,0.000,0.000,-9.34,4.7,9,15.000,15.002,15.000,15.000,0
2.646,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.22,-11.06,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,293,358,2,0.0,10.50,0.84,1.104,300.0,32,49,3.42,2.603,3.30,95,911,0.00,6.09,1.74,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.002,15.000,15.000,0
2.652,off,-7.03,-0.78,-1.56,0.00,14.51,-1,0,0.0,14.36,14.30,-11.04,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.00,0.84,1.104,300.0,32,49,3.43,2.634,3.32,95,911,0.00,6.09,1.74,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.002,15.000,15.000,0
2.664,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.30,-11.04,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,294,358,2,0.0,10.00,0.84,1.110,300.0,32,49,3.42,2.638,3.32,95,906,0.00,6.09,1.72,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.008,15.000,15.000,0
2.688,off,-7.03,-0.78,-1.56,0.00,14.51,-1,0,0.0,14.36,14.38,-11.03,14.64,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.50,0.83,1.110,300.0,32,49,3.42,2.576,3.33,95,902,0.00,6.09,1.71,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.008,15.000,15.000,0
2.694,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.30,-11.03,14.64,0.22,14.47,94,1.000,0,0.00,0.00,0,304,358,2,0.0,10.50,0.83,1.110,300.0,32,49,3.41,2.627,3.33,95,898,0.00,6.05,1.70,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.002,15.000,15.000,0
2.702,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.30,-11.01,14.64,0.22,14.47,94,1.000,0,0.00,0.00,0,296,358,2,0.0,10.00,0.83,1.110,300.0,32,49,3.42,2.601,3.35,95,899,0.00,6.05,1.69,0.000,0.000,0.000,-9.32,4.7,9,15.000,15.008,15.000,15.000,0
2.714,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.38,-11.01,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,10.00,0.83,1.110,300.0,32,49,3.42,2.622,3.35,95,897,0.00,5.35,1.65,0.000,0.000,0.000,-9.36,4.6,9,15.000,15.008,15.000,15.000,0
2.737,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.38,-11.01,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,301,358,2,0.0,10.00,0.83,1.110,300.0,32,49,3.42,2.600,3.35,95,897,0.00,5.35,1.65,0.000,0.000,0.000,-9.36,4.6,9,15.000,15.002,15.000,15.000,0
2.744,off,-7.03,-0.78,-1.56,0.00,14.50,-1,0,0.0,14.36,14.38,-11.01,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,295,358,2,0.0,10.00,0.85,1.136,300.0,32,49,3.43,2.581,3.35,95,898,0.00,5.70,1.66,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
2.764,off,-7.03,-0.78,-1.56,0.00,14.49,-1,0,0.0,14.36,14.22,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,291,358,2,0.0,10.00,0.85,1.136,300.0,32,49,3.41,2.578,3.37,95,893,0.00,5.05,1.61,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.008,15.000,15.000,0
2.778,off,-7.03,-0.78,-1.56,0.00,14.53,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,303,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.41,2.618,3.37,95,891,0.00,5.05,1.61,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.008,15.000,15.000,0
2.800,off,-7.03,-0.78,-1.56,0.00,14.54,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,10.50,0.84,1.136,300.0,32,49,3.40,2.563,3.36,95,891,0.00,5.05,1.61,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.008,15.000,15.000,0
2.807,off,-7.03,-0.78,-1.56,0.00,14.53,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,10.50,0.84,1.136,300.0,32,49,3.41,2.623,3.36,95,891,0.00,5.05,1.61,0.000,0.000,0.000,-9.38,4.6,9,15.000,15.008,15.000,15.000,0
2.828,off,-7.03,-0.78,-1.56,0.00,14.55,-1,0,0.0,14.36,14.22,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.41,2.571,3.36,95,891,0.00,5.05,1.61,0.000,0.000,0.000,-9.38,4.5,9,15.000,15.002,15.000,15.000,0
2.836,off,-7.03,-0.78,-1.56,0.00,14.51,-1,0,0.0,14.36,14.38,-10.98,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,301,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.41,2.545,3.38,95,893,0.00,4.75,1.58,0.000,0.000,0.000,-9.40,4.5,9,15.000,15.008,15.000,15.000,0
2.849,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.38,-11.00,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,291,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.40,2.599,3.36,95,890,0.00,5.05,1.62,0.000,0.000,0.000,-9.38,4.5,9,15.000,15.008,15.000,15.000,0
2.867,off,-7.03,-0.78,-1.56,0.00,14.54,-1,0,0.0,14.36,14.30,-11.00,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.40,2.582,3.36,95,890,0.00,5.05,1.62,0.000,0.000,0.000,-9.38,4.5,9,15.000,15.002,15.000,15.000,0
2.884,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.30,-11.00,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.39,2.558,3.36,95,890,0.00,5.35,1.64,0.000,0.000,0.000,-9.36,4.6,9,15.000,15.002,15.000,15.000,0
2.902,off,-7.03,-0.78,-1.56,0.00,14.56,-1,0,0.0,14.36,14.38,-11.00,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.39,2.619,3.36,95,890,0.00,5.35,1.64,0.000,0.000,0.000,-9.36,4.5,9,15.000,15.008,15.000,15.000,0
2.928,off,-7.03,-0.78,-1.56,0.00,14.52,-1,0,0.0,14.36,14.22,-10.98,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,297,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.39,2.573,3.38,95,890,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
2.946,off,-7.03,-0.78,-1.56,0.00,14.57,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,291,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.39,2.607,3.37,95,892,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.002,15.000,15.000,0
2.964,off,-7.03,-0.78,-1.56,0.00,14.59,-1,0,0.0,14.36,14.30,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.40,2.575,3.37,95,892,0.00,5.70,1.65,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
2.981,off,-7.03,-0.78,-1.56,0.00,14.60,-1,0,0.0,14.36,14.30,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,287,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.40,2.570,3.37,95,889,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.002,15.000,15.000,0
3.002,off,-7.03,-0.78,-1.56,0.00,14.58,0,0,0.0,14.36,14.30,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,299,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.39,2.606,3.37,95,888,0.00,5.35,1.62,0.000,0.000,0.000,-9.36,4.5,9,15.000,15.008,15.000,15.000,0
3.029,off,-7.03,-0.78,-1.56,0.00,14.55,0,0,0.0,14.36,14.30,-10.98,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.50,0.84,1.136,300.0,32,49,3.39,2.574,3.38,95,889,0.00,5.35,1.62,0.000,0.000,0.000,-9.36,4.5,9,15.000,15.008,15.000,15.000,0
3.049,off,-7.03,-0.78,-1.56,0.00,14.64,0,0,0.0,14.36,14.30,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,297,358,2,0.0,10.00,0.84,1.136,300.0,32,49,3.40,2.624,3.37,95,890,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.002,15.000,15.000,0
3.066,off,-7.03,-0.78,-1.56,0.00,14.57,-1,0,0.0,14.36,14.30,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,293,358,2,0.0,10.00,0.84,1.139,300.0,32,49,3.39,2.600,3.37,95,887,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
3.081,off,-7.03,-0.78,-1.56,0.00,14.62,-1,0,0.0,14.36,14.30,-10.98,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,294,358,2,0.0,10.50,0.84,1.139,300.0,32,49,3.39,2.578,3.38,95,887,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
3.102,off,-7.03,-0.78,-1.56,0.00,14.59,-1,0,0.0,14.36,14.22,-10.98,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.50,0.84,1.139,300.0,32,49,3.39,2.583,3.38,95,886,0.00,5.70,1.64,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.008,15.000,15.000,0
3.119,off,-7.03,-0.78,-1.56,0.00,14.57,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,288,358,2,0.0,10.00,0.84,1.139,300.0,32,49,3.38,2.587,3.37,95,883,0.00,5.70,1.65,0.000,0.000,0.000,-9.34,4.6,9,15.000,15.002,15.000,15.000,0
3.145,off,-7.03,-0.78,-1.56,0.00,14.67,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.139,300.0,32,50,3.37,2.634,3.37,95,882,0.00,5.70,1.65,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.172,off,-7.03,-0.78,-1.56,0.00,14.60,-1,0,0.0,14.36,14.38,-10.99,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.139,300.0,32,50,3.38,2.576,3.37,95,883,0.00,6.05,1.66,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.196,off,-7.03,-0.78,-1.56,0.00,14.68,-1,0,0.0,14.36,14.30,-10.97,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,10.00,0.84,1.139,300.0,32,50,3.38,2.607,3.39,95,883,0.00,6.05,1.66,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.212,off,-7.03,-0.78,-1.56,0.00,14.62,-1,0,0.0,14.36,14.38,-10.97,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,301,358,2,0.0,10.00,0.84,1.139,300.0,32,50,3.38,2.584,3.39,95,883,0.00,6.05,1.65,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.235,off,-7.03,-0.78,-1.56,0.00,14.59,-1,0,0.0,14.36,14.38,-10.97,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.00,0.84,1.146,300.0,32,50,3.39,2.568,3.39,95,885,0.00,6.05,1.65,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.260,off,-7.03,-0.78,-1.56,0.00,14.66,-1,0,0.0,14.36,14.38,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.146,300.0,32,50,3.40,2.605,3.40,95,885,0.00,5.70,1.62,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.276,off,-7.03,-0.78,-1.56,0.00,14.65,-1,0,0.0,14.36,14.38,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,307,358,2,0.0,10.00,0.84,1.146,300.0,32,50,3.39,2.588,3.40,95,882,0.00,5.70,1.62,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.305,off,-7.03,-0.78,-1.56,0.00,14.68,-1,0,0.0,14.36,14.22,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,293,358,2,0.0,10.00,0.84,1.146,300.0,32,50,3.40,2.558,3.39,95,884,0.00,5.70,1.62,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.324,off,-7.03,-0.78,-1.56,0.00,14.55,-1,0,0.0,14.36,14.38,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,298,358,2,0.0,10.00,0.84,1.146,300.0,32,50,3.40,2.603,3.39,95,885,0.00,6.05,1.64,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.342,off,-7.03,-0.78,-1.56,0.00,14.64,-1,0,0.0,14.36,14.30,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,294,358,2,0.0,10.00,0.83,1.133,300.0,32,50,3.40,2.614,3.39,95,883,0.00,6.05,1.64,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.365,off,-7.03,-0.78,-1.56,0.00,14.65,0,0,0.0,14.36,14.30,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,302,358,2,0.0,10.00,0.84,1.133,300.0,32,50,3.41,2.577,3.41,95,885,0.00,5.70,1.60,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.388,off,-7.03,-0.78,-1.56,0.00,14.78,0,0,0.0,14.36,14.30,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,294,358,2,0.0,10.00,0.84,1.133,300.0,32,50,3.41,2.643,3.41,95,885,0.00,5.70,1.60,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.404,off,-6.25,-0.78,-1.56,0.00,14.73,0,-1,0.0,14.36,14.22,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,296,358,2,0.0,10.00,0.83,1.133,300.0,32,50,3.40,2.556,3.41,95,883,0.00,5.70,1.61,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.434,off,-6.25,-0.78,-1.56,0.00,14.73,0,-1,0.0,14.36,14.38,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.83,1.133,300.0,32,50,3.40,2.614,3.41,95,882,0.00,5.70,1.61,0.000,0.000,0.000,-9.34,4.6,8,15.000,15.008,15.000,15.000,0
3.457,off,-6.25,-0.78,-1.56,0.00,14.74,0,-1,0.0,14.36,14.30,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.133,300.0,32,50,3.41,2.625,3.41,96,885,0.00,6.05,1.63,0.000,0.000,0.000,-9.32,4.6,8,15.000,15.008,15.000,15.000,0
3.475,off,-6.25,-0.78,-1.56,0.00,14.76,0,-1,0.0,14.36,14.22,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,301,358,2,0.0,10.00,0.84,1.142,300.0,32,50,3.40,2.595,3.40,96,880,0.00,5.21,1.59,0.000,0.000,0.000,-9.37,4.5,7,15.000,15.008,15.000,15.000,0
3.493,off,-6.25,-0.78,-1.56,0.00,14.80,0,-1,0.0,14.36,14.22,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,294,358,2,0.0,10.50,0.84,1.142,300.0,32,50,3.40,2.575,3.39,96,880,0.00,5.21,1.59,0.000,0.000,0.000,-9.37,4.5,7,15.000,15.008,15.000,15.000,0
3.512,off,-6.25,-0.78,-1.56,0.00,14.76,0,-1,0.0,14.36,14.30,-10.96,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,293,358,2,0.0,10.50,0.84,1.142,300.0,32,50,3.41,2.623,3.39,96,882,0.00,5.21,1.59,0.000,0.000,0.000,-9.37,4.5,7,15.000,15.008,15.000,15.000,0
3.534,off,-6.25,-0.78,-1.56,0.00,14.72,0,-1,0.0,14.36,14.30,-10.94,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,288,358,2,0.0,10.00,0.84,1.142,300.0,32,50,3.40,2.546,3.42,96,880,0.00,5.21,1.57,0.000,0.000,0.000,-9.37,4.5,7,15.000,15.008,15.000,15.000,0
3.551,off,-6.25,-0.78,-1.56,0.00,14.78,0,-1,0.0,14.36,14.38,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.142,300.0,32,50,3.40,2.599,3.41,96,880,0.00,5.21,1.57,0.000,0.000,0.000,-9.37,4.5,7,15.000,15.008,15.000,15.000,0
3.580,off,-6.25,-0.78,-1.56,0.00,14.76,0,-1,0.0,14.36,14.30,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,292,358,2,0.0,10.00,0.84,1.142,300.0,32,50,3.39,2.560,3.41,96,881,0.00,5.60,1.60,0.000,0.000,0.000,-9.35,4.6,7,15.000,15.008,15.000,15.000,0
3.603,off,-6.25,-0.78,-1.56,0.00,14.73,-1,-1,0.0,14.36,14.22,-10.95,14.65,0.22,14.53,94,1.000,0,0.00,0.00,0,297,358,2,0.0,10.00,0.84,1.142,300.0,32,50,3.39,2.557,3.41,96,881,0.00,5.60,1.60,0.000,0.000,0.000,-9.35,4.6,7,15.000,15.008,15.000,15.000,0
